dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
05-04-2022,2,1,4,3,0,4,1,1,0.42,0.4242,0.41,0.2985,casual,0
05-04-2022,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,casual,0
05-04-2022,2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,casual,1
05-04-2022,2,1,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,casual,8
05-04-2022,2,1,4,7,0,4,1,1,0.34,0.3333,0.49,0.194,casual,15
05-04-2022,2,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,casual,28
05-04-2022,2,1,4,9,0,4,1,1,0.4,0.4091,0.37,0.2537,casual,61
05-04-2022,2,1,4,10,0,4,1,1,0.42,0.4242,0.35,0.2836,casual,88
05-04-2022,2,1,4,11,0,4,1,2,0.42,0.4242,0.38,0.2239,casual,109
05-04-2022,2,1,4,12,0,4,1,1,0.44,0.4394,0.33,0,casual,66
05-04-2022,2,1,4,13,0,4,1,1,0.46,0.4545,0.31,0,casual,89
05-04-2022,2,1,4,14,0,4,1,1,0.46,0.4545,0.33,0.1642,casual,143
05-04-2022,2,1,4,15,0,4,1,1,0.5,0.4848,0.31,0.1045,casual,98
05-04-2022,2,1,4,16,0,4,1,1,0.5,0.4848,0.31,0.194,casual,84
05-04-2022,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,casual,145
05-04-2022,2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,casual,80
05-04-2022,2,1,4,19,0,4,1,1,0.48,0.4697,0.31,0.2537,casual,64
05-04-2022,2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194,casual,33
05-04-2022,2,1,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,casual,25
05-04-2022,2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,casual,20
05-04-2022,2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,casual,12
06-04-2022,2,1,4,0,0,5,1,1,0.4,0.4091,0.43,0,casual,12
06-04-2022,2,1,4,1,0,5,1,1,0.36,0.3485,0.62,0.1343,casual,10
06-04-2022,2,1,4,2,0,5,1,1,0.36,0.3333,0.5,0.3881,casual,6
06-04-2022,2,1,4,3,0,5,1,1,0.34,0.303,0.53,0.3284,casual,3
06-04-2022,2,1,4,4,0,5,1,1,0.34,0.3182,0.49,0.2537,casual,2
06-04-2022,2,1,4,5,0,5,1,1,0.32,0.303,0.53,0.3284,casual,0
06-04-2022,2,1,4,6,0,5,1,1,0.3,0.2727,0.49,0.3881,casual,0
06-04-2022,2,1,4,7,0,5,1,1,0.3,0.2879,0.49,0.2836,casual,15
06-04-2022,2,1,4,8,0,5,1,1,0.3,0.2727,0.49,0.3284,casual,19
06-04-2022,2,1,4,9,0,5,1,1,0.34,0.303,0.42,0.3284,casual,58
06-04-2022,2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,casual,81
06-04-2022,2,1,4,11,0,5,1,1,0.4,0.4091,0.37,0.2985,casual,112
06-04-2022,2,1,4,12,0,5,1,1,0.42,0.4242,0.35,0.2985,casual,113
06-04-2022,2,1,4,13,0,5,1,1,0.44,0.4394,0.33,0.3284,casual,173
06-04-2022,2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,casual,240
06-04-2022,2,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,casual,218
06-04-2022,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,casual,184
06-04-2022,2,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,casual,172
06-04-2022,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,casual,104
06-04-2022,2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,casual,115
06-04-2022,2,1,4,20,0,5,1,1,0.46,0.4545,0.24,0.2836,casual,61
06-04-2022,2,1,4,21,0,5,1,1,0.44,0.4394,0.26,0.1343,casual,54
06-04-2022,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,casual,34
06-04-2022,2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,casual,21
07-04-2022,2,1,4,0,0,6,0,1,0.42,0.4242,0.26,0.2985,casual,9
07-04-2022,2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,casual,9
07-04-2022,2,1,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,casual,11
07-04-2022,2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,casual,7
07-04-2022,2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642,casual,3
07-04-2022,2,1,4,5,0,6,0,1,0.32,0.3182,0.33,0.1642,casual,0
07-04-2022,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.194,casual,1
07-04-2022,2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,casual,14
07-04-2022,2,1,4,8,0,6,0,1,0.34,0.3182,0.34,0.2537,casual,29
07-04-2022,2,1,4,9,0,6,0,1,0.4,0.4091,0.3,0.2537,casual,103
07-04-2022,2,1,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537,casual,187
07-04-2022,2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,casual,251
07-04-2022,2,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,casual,320
07-04-2022,2,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,casual,355
07-04-2022,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,casual,326
07-04-2022,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,casual,321
07-04-2022,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,casual,354
07-04-2022,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,casual,299
07-04-2022,2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,casual,227
07-04-2022,2,1,4,19,0,6,0,1,0.54,0.5152,0.16,0.3284,casual,170
07-04-2022,2,1,4,20,0,6,0,1,0.5,0.4848,0.2,0.2239,casual,73
07-04-2022,2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.194,casual,75
07-04-2022,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194,casual,76
07-04-2022,2,1,4,23,0,6,0,1,0.46,0.4545,0.23,0.2239,casual,32
08-04-2022,2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,casual,21
08-04-2022,2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,casual,14
08-04-2022,2,1,4,2,0,0,0,1,0.44,0.4394,0.24,0.2239,casual,7
08-04-2022,2,1,4,3,0,0,0,1,0.42,0.4242,0.26,0.1343,casual,8
08-04-2022,2,1,4,4,0,0,0,1,0.4,0.4091,0.4,0,casual,0
08-04-2022,2,1,4,5,0,0,0,1,0.38,0.3939,0.46,0,casual,4
08-04-2022,2,1,4,6,0,0,0,1,0.36,0.3788,0.37,0,casual,7
08-04-2022,2,1,4,7,0,0,0,1,0.38,0.3939,0.27,0.1642,casual,12
08-04-2022,2,1,4,8,0,0,0,1,0.4,0.4091,0.3,0.194,casual,19
08-04-2022,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,casual,71
08-04-2022,2,1,4,10,0,0,0,1,0.5,0.4848,0.25,0.2239,casual,113
08-04-2022,2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,casual,195
08-04-2022,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,casual,198
08-04-2022,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,casual,229
08-04-2022,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,casual,254
08-04-2022,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,casual,260
08-04-2022,2,1,4,16,0,0,0,1,0.64,0.6061,0.19,0.3284,casual,232
08-04-2022,2,1,4,17,0,0,0,1,0.62,0.6061,0.22,0.2985,casual,185
08-04-2022,2,1,4,18,0,0,0,1,0.62,0.6061,0.25,0.3284,casual,151
08-04-2022,2,1,4,19,0,0,0,1,0.6,0.6061,0.23,0.3881,casual,89
08-04-2022,2,1,4,20,0,0,0,1,0.56,0.5303,0.28,0.4179,casual,65
08-04-2022,2,1,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,casual,53
08-04-2022,2,1,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,casual,33
08-04-2022,2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,casual,10
09-04-2022,2,1,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,casual,8
09-04-2022,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,casual,4
09-04-2022,2,1,4,2,0,1,1,1,0.46,0.4545,0.31,0.194,casual,2
09-04-2022,2,1,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,casual,0
09-04-2022,2,1,4,4,0,1,1,1,0.44,0.4394,0.24,0.194,casual,2
09-04-2022,2,1,4,5,0,1,1,1,0.44,0.4394,0.24,0.194,casual,2
09-04-2022,2,1,4,6,0,1,1,1,0.42,0.4242,0.26,0.2239,casual,3
09-04-2022,2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.194,casual,11
09-04-2022,2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,casual,22
09-04-2022,2,1,4,9,0,1,1,1,0.46,0.4545,0.31,0.3582,casual,50
09-04-2022,2,1,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,casual,65
09-04-2022,2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,casual,96
09-04-2022,2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,casual,94
09-04-2022,2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,casual,108
09-04-2022,2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,casual,66
09-04-2022,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,casual,82
09-04-2022,2,1,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,casual,81
09-04-2022,2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,casual,67
09-04-2022,2,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,casual,60
09-04-2022,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,casual,35
09-04-2022,2,1,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,casual,21
09-04-2022,2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,casual,14
09-04-2022,2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,casual,6
09-04-2022,2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,casual,6
10-04-2022,2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,casual,3
10-04-2022,2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,casual,0
10-04-2022,2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,casual,0
10-04-2022,2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,casual,0
10-04-2022,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,casual,0
10-04-2022,2,1,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343,casual,0
10-04-2022,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,casual,3
10-04-2022,2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,casual,16
10-04-2022,2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,casual,22
10-04-2022,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.194,casual,16
10-04-2022,2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,casual,49
10-04-2022,2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0,casual,78
10-04-2022,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,casual,75
10-04-2022,2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,casual,81
10-04-2022,2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,casual,75
10-04-2022,2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,casual,46
10-04-2022,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,casual,66
10-04-2022,2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,casual,88
10-04-2022,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,casual,78
10-04-2022,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,casual,51
10-04-2022,2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,casual,34
10-04-2022,2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,casual,15
10-04-2022,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,casual,9
10-04-2022,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,casual,14
11-04-2022,2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,casual,8
11-04-2022,2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,casual,3
11-04-2022,2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,casual,0
11-04-2022,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,casual,0
11-04-2022,2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.194,casual,1
11-04-2022,2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,casual,3
11-04-2022,2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,casual,18
11-04-2022,2,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,casual,14
11-04-2022,2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,casual,20
11-04-2022,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,casual,26
11-04-2022,2,1,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,casual,38
11-04-2022,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,casual,35
11-04-2022,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,casual,16
11-04-2022,2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,casual,34
11-04-2022,2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,casual,50
11-04-2022,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,casual,51
11-04-2022,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,casual,52
11-04-2022,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,casual,39
11-04-2022,2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,casual,28
11-04-2022,2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,casual,22
11-04-2022,2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,casual,11
11-04-2022,2,1,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,casual,4
11-04-2022,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,casual,9
12-04-2022,2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,casual,1
12-04-2022,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,casual,2
12-04-2022,2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,casual,0
12-04-2022,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,casual,2
12-04-2022,2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,casual,0
12-04-2022,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,casual,0
12-04-2022,2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,casual,2
12-04-2022,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,casual,12
12-04-2022,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,casual,20
12-04-2022,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,casual,16
12-04-2022,2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,casual,38
12-04-2022,2,1,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,casual,50
12-04-2022,2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,casual,60
12-04-2022,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,casual,55
12-04-2022,2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,casual,74
12-04-2022,2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,casual,42
12-04-2022,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,casual,54
12-04-2022,2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,casual,60
12-04-2022,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,casual,63
12-04-2022,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,casual,50
12-04-2022,2,1,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,casual,26
12-04-2022,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,casual,13
12-04-2022,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,casual,15
12-04-2022,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,casual,8
13-04-2022,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,casual,14
13-04-2022,2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,casual,2
13-04-2022,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.194,casual,6
13-04-2022,2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,casual,3
13-04-2022,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,casual,1
13-04-2022,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,casual,2
13-04-2022,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,casual,0
13-04-2022,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,casual,13
13-04-2022,2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,casual,24
13-04-2022,2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,casual,36
13-04-2022,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,casual,59
13-04-2022,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,casual,75
13-04-2022,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0,casual,104
13-04-2022,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,casual,112
13-04-2022,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0,casual,125
13-04-2022,2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,casual,115
13-04-2022,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,casual,113
13-04-2022,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,casual,117
13-04-2022,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,casual,107
13-04-2022,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,casual,75
13-04-2022,2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,casual,44
13-04-2022,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0,casual,36
13-04-2022,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,casual,34
13-04-2022,2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,casual,35
14-04-2022,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,casual,11
14-04-2022,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,casual,10
14-04-2022,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,casual,3
14-04-2022,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,casual,6
14-04-2022,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,casual,5
14-04-2022,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,casual,2
14-04-2022,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,casual,2
14-04-2022,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,casual,8
14-04-2022,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,casual,24
14-04-2022,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,casual,59
14-04-2022,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,casual,139
14-04-2022,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,casual,207
14-04-2022,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,casual,274
14-04-2022,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,casual,308
14-04-2022,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,casual,288
14-04-2022,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,casual,311
14-04-2022,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,casual,253
14-04-2022,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,casual,251
14-04-2022,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,casual,197
14-04-2022,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,casual,163
14-04-2022,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,casual,112
14-04-2022,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,casual,53
14-04-2022,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,casual,64
14-04-2022,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,casual,45
15-04-2022,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,casual,30
15-04-2022,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,casual,17
15-04-2022,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,casual,20
15-04-2022,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,casual,18
15-04-2022,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0,casual,2
15-04-2022,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,casual,4
15-04-2022,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,casual,5
15-04-2022,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,casual,16
15-04-2022,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0,casual,33
15-04-2022,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,casual,97
15-04-2022,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,casual,186
15-04-2022,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,casual,227
15-04-2022,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,casual,275
15-04-2022,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,casual,298
15-04-2022,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,casual,282
15-04-2022,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,casual,266
15-04-2022,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,casual,286
15-04-2022,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,casual,262
15-04-2022,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,casual,184
15-04-2022,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,casual,114
15-04-2022,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,casual,86
15-04-2022,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,casual,76
15-04-2022,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,casual,37
15-04-2022,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,casual,25
16-04-2022,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,casual,15
16-04-2022,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,casual,7
16-04-2022,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,casual,5
16-04-2022,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,casual,3
16-04-2022,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,casual,0
16-04-2022,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,casual,4
16-04-2022,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,casual,10
16-04-2022,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,casual,20
16-04-2022,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,casual,48
16-04-2022,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,casual,59
16-04-2022,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,casual,75
16-04-2022,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,casual,115
16-04-2022,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,casual,75
16-04-2022,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,casual,79
16-04-2022,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,casual,105
16-04-2022,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,casual,81
16-04-2022,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,casual,92
16-04-2022,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,casual,111
16-04-2022,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,casual,87
16-04-2022,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,casual,61
16-04-2022,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,casual,48
16-04-2022,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,casual,39
16-04-2022,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,casual,35
16-04-2022,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,casual,24
17-04-2022,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.194,casual,10
17-04-2022,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,casual,6
17-04-2022,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,casual,1
17-04-2022,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,casual,0
17-04-2022,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,casual,3
17-04-2022,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,casual,1
17-04-2022,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,casual,8
17-04-2022,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,casual,18
17-04-2022,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,casual,42
17-04-2022,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,casual,71
17-04-2022,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,casual,52
17-04-2022,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,casual,65
17-04-2022,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,casual,65
17-04-2022,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,casual,52
17-04-2022,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,casual,59
17-04-2022,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,casual,91
17-04-2022,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,casual,50
17-04-2022,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,casual,108
17-04-2022,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,casual,105
17-04-2022,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,casual,73
17-04-2022,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,casual,44
